sample_id,score,supported,contradicted,not_supported,predicate_errors,entity_errors,coref_errors,other_erros,coverage_ratio,mean_position,start_ratio,middle_ratio,end_ratio,ref_len_tokens,summary_len_tokens,rouge1_f,rouge1_p,rouge1_r,rouge2_f,rouge2_p,rouge2_r,rougeL_f,rougeL_p,rougeL_r,bert_score_f1,bert_score_precision,bert_score_recall,evidence_score,faithfulness_score,stability_score,reliability_score,execution_time,vram_max_mb,erro
77,0.70881,6.0,3.0,0.0,3.0,2.0,0.0,0.0,0.25,0.45018,0.44444,0.33333,0.22222,6119,745,0.22205,0.99316,0.125,0.20914,0.93664,0.11771,0.11848,0.52991,0.0667,0.82821,0.81861,0.83805,0.50991,0.55556,0.99783,0.57696,176.13119,4426.22,
78,0.99551,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.62589,0.0,0.5,0.5,6153,741,0.21603,0.97638,0.12145,0.16731,0.7571,0.09404,0.14181,0.64094,0.07973,0.79517,0.79481,0.79552,0.56401,0.83333,0.99997,0.71534,148.56037,4426.21,
79,0.99735,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23077,0.48741,0.2,0.4,0.4,6591,793,0.21469,0.96997,0.1207,0.17453,0.78947,0.09811,0.11565,0.52252,0.06502,0.77768,0.77916,0.77622,0.52919,0.8,0.99542,0.68414,195.06347,4426.23,
80,0.22005,6.0,4.0,0.0,1.0,0.0,0.0,3.0,0.13208,0.39939,0.4,0.5,0.1,13321,1053,0.13558,0.92576,0.07315,0.09639,0.65878,0.052,0.07842,0.53543,0.04231,0.75956,0.78094,0.73932,0.45387,0.5,0.99151,0.52609,384.84848,4426.26,
81,0.47685,5.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0814,0.78223,0.08333,0.25,0.66667,22016,1028,0.08682,0.93508,0.04552,0.05542,0.59749,0.02906,0.04716,0.50797,0.02473,0.72854,0.73253,0.72459,0.37592,0.25,0.96727,0.38469,749.41151,10172.66,
82,0.53329,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.33333,0.54292,0.2,0.4,0.4,2877,342,0.20569,0.97778,0.11493,0.15127,0.72119,0.08449,0.12388,0.58889,0.06922,0.8048,0.82308,0.78731,0.60798,0.8,0.99935,0.72393,73.70951,4426.2,
83,0.79749,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.24324,0.72594,0.0,0.33333,0.66667,9463,1025,0.19156,0.96564,0.10633,0.14435,0.72835,0.08011,0.10036,0.50592,0.05571,0.77944,0.79384,0.76554,0.53756,0.66667,0.9954,0.63499,318.18426,4426.24,
84,0.83565,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04878,0.39005,0.57143,0.14286,0.28571,20857,1025,0.0943,0.9699,0.04956,0.06689,0.68862,0.03515,0.05485,0.5641,0.02883,0.78904,0.81604,0.76377,0.51874,0.57143,0.94685,0.58263,488.25408,9104.05,
85,0.78264,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10465,0.5081,0.16667,0.58333,0.25,21976,1029,0.0922,0.98478,0.04837,0.06992,0.74755,0.03668,0.05262,0.56196,0.0276,0.75943,0.77573,0.7438,0.40664,0.33333,0.99504,0.43616,662.19055,10008.45,
86,0.84784,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.18367,0.58654,0.33333,0.22222,0.44444,12441,1029,0.16128,0.95055,0.08811,0.11506,0.67877,0.06286,0.08353,0.49231,0.04564,0.76518,0.77453,0.75605,0.41625,0.22222,0.93985,0.391,315.91033,4426.24,
87,0.66489,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.18182,0.70215,0.16667,0.16667,0.66667,5531,686,0.2168,0.98145,0.12186,0.18819,0.85316,0.10576,0.10861,0.49165,0.06105,0.84711,0.835,0.85957,0.6522,0.83333,0.99012,0.75844,130.05821,4426.21,
88,0.72848,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.125,0.8025,0.0,0.14286,0.85714,10018,1058,0.1768,0.90077,0.09802,0.12381,0.63135,0.06863,0.0976,0.49724,0.05411,0.73246,0.74926,0.7164,0.41669,0.28571,0.95713,0.41834,219.7928,4426.22,
89,0.93383,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02381,0.61358,0.0,1.0,0.0,10607,1032,0.15321,0.83878,0.08431,0.1001,0.54853,0.05508,0.07805,0.42728,0.04295,0.70943,0.69851,0.7207,0.29544,0.0,0.77669,0.22539,243.69381,4426.23,
90,0.90667,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23529,0.4274,0.5,0.4,0.1,4271,508,0.21741,0.97712,0.12231,0.19358,0.87156,0.10888,0.13849,0.62243,0.07791,0.79794,0.79803,0.79784,0.61579,0.6,0.99928,0.64782,148.35724,4426.21,
91,0.6853,10.0,3.0,0.0,0.0,2.0,2.0,0.0,0.15152,0.4884,0.46154,0.07692,0.46154,16820,1038,0.11932,0.96022,0.06361,0.08542,0.68805,0.04553,0.06618,0.5326,0.03528,0.76625,0.76902,0.7635,0.3661,0.07692,0.99916,0.31373,601.47688,5875.08,
92,0.87504,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.06098,0.16876,0.75,0.25,0.0,20892,1039,0.0997,0.99327,0.05249,0.07011,0.69921,0.03691,0.05739,0.57175,0.03021,0.75403,0.76924,0.73941,0.44911,0.375,0.99833,0.47439,527.87959,9042.45,
93,0.9853,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333,0.57757,0.125,0.5,0.375,7449,890,0.19261,0.87696,0.10819,0.11589,0.52818,0.06508,0.10464,0.47644,0.05878,0.7819,0.79449,0.7697,0.43774,0.375,0.99988,0.46886,222.29506,4426.22,
94,0.99197,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727,0.53625,0.125,0.625,0.25,5411,663,0.21247,0.97834,0.11917,0.19255,0.88788,0.10798,0.11172,0.51444,0.06266,0.81746,0.80434,0.831,0.54085,0.75,0.95534,0.66596,174.74805,4426.22,
95,0.9122,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.23529,0.39029,0.54545,0.27273,0.18182,8661,1018,0.20943,0.95575,0.1176,0.16147,0.73754,0.09066,0.1035,0.47235,0.05812,0.78022,0.79248,0.76832,0.5301,0.63636,0.99513,0.61911,281.34131,4426.24,
96,0.44577,6.0,3.0,0.0,1.0,1.0,0.0,2.0,0.16216,0.28799,0.77778,0.11111,0.11111,9425,1033,0.19474,0.93031,0.10875,0.15727,0.75194,0.08782,0.10073,0.48119,0.05625,0.77556,0.78557,0.76581,0.5394,0.66667,0.97506,0.63387,277.58635,4426.24,
97,0.67201,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.13793,0.51293,0.125,0.625,0.25,14625,1060,0.12342,0.8969,0.06627,0.08621,0.62708,0.04628,0.06987,0.50776,0.03752,0.77642,0.78274,0.77019,0.53699,0.75,0.91513,0.66001,345.78936,4650.06,
98,0.74266,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.29032,0.4797,0.3,0.4,0.3,7681,939,0.22084,0.99027,0.12427,0.1962,0.88063,0.1104,0.1096,0.49148,0.06168,0.76361,0.76361,0.76362,0.50914,0.6,0.93058,0.58763,237.07389,4426.22,
