sample_id,score,supported,contradicted,not_supported,predicate_errors,entity_errors,coref_errors,other_erros,coverage_ratio,mean_position,start_ratio,middle_ratio,end_ratio,ref_len_tokens,summary_len_tokens,rouge1_f,rouge1_p,rouge1_r,rouge2_f,rouge2_p,rouge2_r,rougeL_f,rougeL_p,rougeL_r,bert_score_f1,bert_score_precision,bert_score_recall,evidence_score,faithfulness_score,stability_score,reliability_score,execution_time,vram_max_mb,erro
20,0.95192,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526,0.12158,0.85714,0.14286,0.0,9543,498,0.09914,0.9907,0.05218,0.09288,0.93007,0.04888,0.09286,0.92791,0.04887,0.91788,0.91026,0.92563,0.66722,0.85714,0.95879,0.81167,275.87952,4289.17,
21,0.99593,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13889,0.25795,0.75,0.0,0.25,9043,497,0.10483,0.98313,0.05537,0.08661,0.81401,0.04574,0.08607,0.80723,0.04546,0.86852,0.86259,0.87454,0.68094,875.0,0.99974,0.8348,283.44603,4426.23,
22,0.99797,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128,0.10999,0.8,0.2,0.0,9955,500,0.09327,0.99259,0.04893,0.09004,0.9604,0.04724,0.08121,0.8642,0.0426,0.88313,0.87345,0.89303,0.65377,0.8,0.99996,0.80149,239.75924,4426.22,
23,0.99491,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263,0.10103,0.83333,0.16667,0.0,14485,498,0.06534,1.0,0.03377,0.06486,0.99499,0.03352,0.06517,0.9975,0.03369,0.94516,0.94342,0.94692,0.70363,0.83333,0.9985,831.0,354.34346,5366.81,
24,0.91383,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13889,0.08742,0.91667,0.08333,0.0,9200,502,0.10634,985.0,0.05621,0.10259,0.95238,0.05422,0.09285,0.86,0.04907,0.88146,0.87813,0.88482,0.53653,0.75,0.90053,0.70977,388.14755,4426.24,
25,0.99855,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05357,0.14982,0.83333,0.0,0.16667,14270,513,0.07217,0.99767,0.03744,0.06999,0.9697,0.03631,0.05333,0.73721,0.02766,0.90735,0.90341,0.91132,0.63982,0.83333,0.99928,0.80571,327.6098,5095.48,
26,0.97558,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09589,0.16221,0.8,0.2,0.0,18533,521,0.05644,0.98765,0.02905,0.05193,0.91089,0.02673,0.05277,0.92346,0.02716,0.91385,0.90864,0.91913,0.5773,0.7,0.96646,0.73086,678.71318,7826.67,
27,0.99823,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333,0.01075,1.0,0.0,0.0,15266,493,0.06705,0.97273,0.03472,0.05453,0.79271,0.02824,0.05906,0.85682,0.03059,0.85937,0.85636,0.8624,0.61959,0.85714,0.99987,0.80494,395.9444,5859.0,
28,0.96885,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.39772,0.71429,0.0,0.28571,4871,488,0.19792,1.0,0.10983,0.18713,0.94725,0.10382,0.12998,0.65675,0.07213,0.84562,0.84758,0.84368,0.69506,1.0,0.99633,0.87692,165.50788,4187.77,
29,0.99855,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05085,0.04374,1.0,0.0,0.0,15057,506,0.06547,0.99036,0.03386,0.06198,0.93961,0.03205,0.05671,0.85783,0.02932,0.88741,0.87673,0.89836,0.70395,1.0,0.99882,0.88123,413.43043,5587.04,
30,0.99806,6.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.08237,1.0,0.0,0.0,8090,492,0.1146,1.0,0.06078,0.11213,0.98054,0.05947,0.10821,0.94417,0.05739,0.8994,0.89434,0.90452,539.0,0.5,0.93834,0.6471,222.72601,4426.22,
31,0.92865,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08696,0.26796,0.25,0.75,0.0,5676,533,0.15214,0.92629,0.08288,0.12798,0.78079,0.0697,0.13035,0.79361,71.0,0.88828,0.88777,0.88879,0.4346,0.25,0.78173,0.48336,131.83007,4426.21,
32,0.78253,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19231,0.48786,0.11111,0.77778,0.11111,6656,486,0.1352,0.91743,0.07298,0.09467,0.64368,0.05109,0.08484,0.57569,0.04579,0.82329,0.81512,0.83163,0.51703,0.55556,0.99005,0.67049,251.35392,4426.22,
33,0.89435,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13793,0.05702,0.92857,0.07143,0.0,7289,527,0.12978,0.92457,0.06979,0.08165,0.58293,0.0439,0.08675,618.0,0.04665,0.89689,0.89664,0.89714,0.64579,0.78571,0.9989,0.7937,337.65195,4071.0,
34,0.76175,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.09091,0.22276,0.6,0.4,0.0,11012,510,0.08916,0.99281,0.04667,0.08681,0.96875,0.04544,0.07193,0.80096,0.03766,0.87441,0.86858,0.88031,0.67743,1.0,0.99467,0.86937,253.81425,4426.22,
